DZ2011,IZ2011,CA2011,CA2011QF,HSCP2016,HSCP2016QF,HB2014,HB2014QF,SIMD2016Rank,SIMD2016CountryDecile,SIMD2016CountryQuintile,SIMD2016HB2014Decile,SIMD2016HB2014Quintile,SIMD2016HSCP2016Decile,SIMD2016HSCP2016Quintile,SIMD2016CA2011Decile,SIMD2016CA2011Quintile,SIMD2016Most15pc,SIMD2016Least15pc
S01011018,S02002067,S12000019, ,S37000018, ,S08000024, ,3823,6,3,5,3,6,3,6,3,0,0
S01011019,S02002067,S12000019, ,S37000018, ,S08000024, ,4320,7,4,6,3,8,4,8,4,0,0
S01011020,S02002067,S12000019, ,S37000018, ,S08000024, ,6006,9,5,8,4,9,5,9,5,0,1
S01011021,S02002068,S12000019, ,S37000018, ,S08000024, ,2107,3,2,3,2,3,2,3,2,0,0
S01011022,S02002068,S12000019, ,S37000018, ,S08000024, ,1094,2,1,1,1,1,1,1,1,0,0
S01011023,S02002068,S12000019, ,S37000018, ,S08000024, ,1478,3,2,2,1,2,1,2,1,0,0
S01011024,S02002068,S12000019, ,S37000018, ,S08000024, ,1830,3,2,2,1,3,2,3,2,0,0
S01011025,S02002069,S12000019, ,S37000018, ,S08000024, ,1182,2,1,1,1,1,1,1,1,0,0
S01011026,S02002069,S12000019, ,S37000018, ,S08000024, ,1250,2,1,2,1,1,1,1,1,0,0
S01011027,S02002069,S12000019, ,S37000018, ,S08000024, ,927,2,1,1,1,1,1,1,1,1,0
S01011028,S02002069,S12000019, ,S37000018, ,S08000024, ,1726,3,2,2,1,2,1,2,1,0,0
S01011029,S02002069,S12000019, ,S37000018, ,S08000024, ,826,2,1,1,1,1,1,1,1,1,0
S01011030,S02002069,S12000019, ,S37000018, ,S08000024, ,4021,6,3,5,3,7,4,7,4,0,0
S01011031,S02002070,S12000019, ,S37000018, ,S08000024, ,2068,3,2,3,2,3,2,3,2,0,0
S01011032,S02002070,S12000019, ,S37000018, ,S08000024, ,1788,3,2,2,1,2,1,2,1,0,0
S01011033,S02002070,S12000019, ,S37000018, ,S08000024, ,4353,7,4,6,3,8,4,8,4,0,0
S01011034,S02002070,S12000019, ,S37000018, ,S08000024, ,1626,3,2,2,1,2,1,2,1,0,0
S01011035,S02002070,S12000019, ,S37000018, ,S08000024, ,1803,3,2,2,1,3,2,3,2,0,0
S01011036,S02002070,S12000019, ,S37000018, ,S08000024, ,2653,4,2,4,2,5,3,5,3,0,0
S01011037,S02002071,S12000019, ,S37000018, ,S08000024, ,1607,3,2,2,1,2,1,2,1,0,0
S01011038,S02002071,S12000019, ,S37000018, ,S08000024, ,1035,2,1,1,1,1,1,1,1,1,0
S01011039,S02002071,S12000019, ,S37000018, ,S08000024, ,2623,4,2,4,2,5,3,5,3,0,0
S01011040,S02002072,S12000019, ,S37000018, ,S08000024, ,1088,2,1,1,1,1,1,1,1,0,0
S01011041,S02002072,S12000019, ,S37000018, ,S08000024, ,1675,3,2,2,1,2,1,2,1,0,0
S01011042,S02002072,S12000019, ,S37000018, ,S08000024, ,4075,6,3,5,3,7,4,7,4,0,0
S01011043,S02002072,S12000019, ,S37000018, ,S08000024, ,1995,3,2,3,2,3,2,3,2,0,0
S01011044,S02002072,S12000019, ,S37000018, ,S08000024, ,1336,2,1,2,1,1,1,1,1,0,0
S01011045,S02002073,S12000020, ,S37000019, ,S08000020, ,3525,5,3,3,2,3,2,3,2,0,0
S01011046,S02002073,S12000020, ,S37000019, ,S08000020, ,4154,6,3,4,2,5,3,5,3,0,0
S01011047,S02002073,S12000020, ,S37000019, ,S08000020, ,4874,7,4,6,3,7,4,7,4,0,0
S01011048,S02002073,S12000020, ,S37000019, ,S08000020, ,4445,7,4,5,3,6,3,6,3,0,0
S01011049,S02002073,S12000020, ,S37000019, ,S08000020, ,4528,7,4,5,3,6,3,6,3,0,0
S01011050,S02002074,S12000020, ,S37000019, ,S08000020, ,4457,7,4,5,3,6,3,6,3,0,0
S01011051,S02002074,S12000020, ,S37000019, ,S08000020, ,4930,7,4,6,3,8,4,8,4,0,0
S01011052,S02002074,S12000020, ,S37000019, ,S08000020, ,5629,9,5,7,4,9,5,9,5,0,0
S01011053,S02002074,S12000020, ,S37000019, ,S08000020, ,3166,5,3,3,2,3,2,3,2,0,0
S01011054,S02002074,S12000020, ,S37000019, ,S08000020, ,4773,7,4,5,3,7,4,7,4,0,0
S01011055,S02002075,S12000020, ,S37000019, ,S08000020, ,4365,7,4,5,3,5,3,5,3,0,0
S01011056,S02002075,S12000020, ,S37000019, ,S08000020, ,3764,6,3,4,2,4,2,4,2,0,0
S01011057,S02002075,S12000020, ,S37000019, ,S08000020, ,4639,7,4,5,3,7,4,7,4,0,0
S01011058,S02002075,S12000020, ,S37000019, ,S08000020, ,3978,6,3,4,2,4,2,4,2,0,0
S01011059,S02002075,S12000020, ,S37000019, ,S08000020, ,4360,7,4,5,3,5,3,5,3,0,0
S01011060,S02002076,S12000020, ,S37000019, ,S08000020, ,4302,7,4,4,2,5,3,5,3,0,0
S01011061,S02002076,S12000020, ,S37000019, ,S08000020, ,2697,4,2,2,1,2,1,2,1,0,0
S01011062,S02002076,S12000020, ,S37000019, ,S08000020, ,4477,7,4,5,3,6,3,6,3,0,0
S01011063,S02002076,S12000020, ,S37000019, ,S08000020, ,2181,4,2,2,1,1,1,1,1,0,0
S01011064,S02002076,S12000020, ,S37000019, ,S08000020, ,4277,7,4,4,2,5,3,5,3,0,0
S01011065,S02002077,S12000020, ,S37000019, ,S08000020, ,3799,6,3,4,2,4,2,4,2,0,0
S01011066,S02002077,S12000020, ,S37000019, ,S08000020, ,5197,8,4,6,3,8,4,8,4,0,0
S01011067,S02002077,S12000020, ,S37000019, ,S08000020, ,5279,8,4,6,3,8,4,8,4,0,0
S01011068,S02002077,S12000020, ,S37000019, ,S08000020, ,3856,6,3,4,2,4,2,4,2,0,0
S01011069,S02002077,S12000020, ,S37000019, ,S08000020, ,4017,6,3,4,2,5,3,5,3,0,0
S01011070,S02002077,S12000020, ,S37000019, ,S08000020, ,4536,7,4,5,3,6,3,6,3,0,0
S01011071,S02002077,S12000020, ,S37000019, ,S08000020, ,5453,8,4,7,4,8,4,8,4,0,0
S01011072,S02002077,S12000020, ,S37000019, ,S08000020, ,3232,5,3,3,2,3,2,3,2,0,0
S01011073,S02002078,S12000020, ,S37000019, ,S08000020, ,4298,7,4,4,2,5,3,5,3,0,0
S01011074,S02002078,S12000020, ,S37000019, ,S08000020, ,4312,7,4,4,2,5,3,5,3,0,0
S01011075,S02002078,S12000020, ,S37000019, ,S08000020, ,2075,3,2,2,1,1,1,1,1,0,0
S01011076,S02002078,S12000020, ,S37000019, ,S08000020, ,3546,6,3,3,2,3,2,3,2,0,0
S01011077,S02002078,S12000020, ,S37000019, ,S08000020, ,1847,3,2,1,1,1,1,1,1,0,0
S01011078,S02002079,S12000020, ,S37000019, ,S08000020, ,5785,9,5,7,4,9,5,9,5,0,0
S01011079,S02002079,S12000020, ,S37000019, ,S08000020, ,4600,7,4,5,3,6,3,6,3,0,0
S01011080,S02002079,S12000020, ,S37000019, ,S08000020, ,3394,5,3,3,2,3,2,3,2,0,0
S01011081,S02002079,S12000020, ,S37000019, ,S08000020, ,4456,7,4,5,3,6,3,6,3,0,0
S01011082,S02002079,S12000020, ,S37000019, ,S08000020, ,2753,4,2,2,1,2,1,2,1,0,0
S01011083,S02002080,S12000020, ,S37000019, ,S08000020, ,4147,6,3,4,2,5,3,5,3,0,0
S01011084,S02002080,S12000020, ,S37000019, ,S08000020, ,4569,7,4,5,3,6,3,6,3,0,0
S01011085,S02002080,S12000020, ,S37000019, ,S08000020, ,4718,7,4,5,3,7,4,7,4,0,0
S01011086,S02002080,S12000020, ,S37000019, ,S08000020, ,4424,7,4,5,3,6,3,6,3,0,0
S01011087,S02002080,S12000020, ,S37000019, ,S08000020, ,3305,5,3,3,2,3,2,3,2,0,0
S01011088,S02002081,S12000020, ,S37000019, ,S08000020, ,5390,8,4,7,4,8,4,8,4,0,0
S01011089,S02002081,S12000020, ,S37000019, ,S08000020, ,2776,4,2,2,1,2,1,2,1,0,0
S01011090,S02002081,S12000020, ,S37000019, ,S08000020, ,4739,7,4,5,3,7,4,7,4,0,0
S01011091,S02002082,S12000020, ,S37000019, ,S08000020, ,5274,8,4,6,3,8,4,8,4,0,0
S01011092,S02002082,S12000020, ,S37000019, ,S08000020, ,2127,3,2,2,1,1,1,1,1,0,0
S01011093,S02002082,S12000020, ,S37000019, ,S08000020, ,1694,3,2,1,1,1,1,1,1,0,0
S01011094,S02002082,S12000020, ,S37000019, ,S08000020, ,5627,8,4,7,4,9,5,9,5,0,0
S01011095,S02002082,S12000020, ,S37000019, ,S08000020, ,4813,7,4,5,3,7,4,7,4,0,0
S01011096,S02002083,S12000020, ,S37000019, ,S08000020, ,4442,7,4,5,3,6,3,6,3,0,0
S01011097,S02002083,S12000020, ,S37000019, ,S08000020, ,5151,8,4,6,3,8,4,8,4,0,0
S01011098,S02002083,S12000020, ,S37000019, ,S08000020, ,4625,7,4,5,3,6,3,6,3,0,0
S01011099,S02002083,S12000020, ,S37000019, ,S08000020, ,1560,3,2,1,1,1,1,1,1,0,0
S01011100,S02002083,S12000020, ,S37000019, ,S08000020, ,4059,6,3,4,2,5,3,5,3,0,0
S01011101,S02002084,S12000020, ,S37000019, ,S08000020, ,1723,3,2,1,1,1,1,1,1,0,0
S01011102,S02002084,S12000020, ,S37000019, ,S08000020, ,1546,3,2,1,1,1,1,1,1,0,0
S01011103,S02002084,S12000020, ,S37000019, ,S08000020, ,1763,3,2,1,1,1,1,1,1,0,0
S01011104,S02002084,S12000020, ,S37000019, ,S08000020, ,3200,5,3,3,2,3,2,3,2,0,0
S01011105,S02002084,S12000020, ,S37000019, ,S08000020, ,3037,5,3,3,2,2,1,2,1,0,0
S01011106,S02002084,S12000020, ,S37000019, ,S08000020, ,3127,5,3,3,2,3,2,3,2,0,0
S01011107,S02002085,S12000020, ,S37000019, ,S08000020, ,4658,7,4,5,3,7,4,7,4,0,0
S01011108,S02002085,S12000020, ,S37000019, ,S08000020, ,2862,5,3,2,1,2,1,2,1,0,0
S01011109,S02002085,S12000020, ,S37000019, ,S08000020, ,4247,7,4,4,2,5,3,5,3,0,0
S01011110,S02002085,S12000020, ,S37000019, ,S08000020, ,2242,4,2,2,1,2,1,2,1,0,0
S01011111,S02002085,S12000020, ,S37000019, ,S08000020, ,1322,2,1,1,1,1,1,1,1,0,0
S01011112,S02002086,S12000020, ,S37000019, ,S08000020, ,6839,10,5,10,5,10,5,10,5,0,1
S01011113,S02002086,S12000020, ,S37000019, ,S08000020, ,3718,6,3,3,2,4,2,4,2,0,0
S01011114,S02002086,S12000020, ,S37000019, ,S08000020, ,5805,9,5,8,4,9,5,9,5,0,0
S01011115,S02002086,S12000020, ,S37000019, ,S08000020, ,2647,4,2,2,1,2,1,2,1,0,0
S01011116,S02002086,S12000020, ,S37000019, ,S08000020, ,5757,9,5,7,4,9,5,9,5,0,0
S01011117,S02002087,S12000020, ,S37000019, ,S08000020, ,5036,8,4,6,3,8,4,8,4,0,0
S01011118,S02002087,S12000020, ,S37000019, ,S08000020, ,6237,9,5,8,4,10,5,10,5,0,1
S01011119,S02002087,S12000020, ,S37000019, ,S08000020, ,5652,9,5,7,4,9,5,9,5,0,0
S01011120,S02002087,S12000020, ,S37000019, ,S08000020, ,6654,10,5,10,5,10,5,10,5,0,1
S01011121,S02002088,S12000020, ,S37000019, ,S08000020, ,2208,4,2,2,1,2,1,2,1,0,0
S01011122,S02002088,S12000020, ,S37000019, ,S08000020, ,3977,6,3,4,2,4,2,4,2,0,0
S01011123,S02002088,S12000020, ,S37000019, ,S08000020, ,3854,6,3,4,2,4,2,4,2,0,0
S01011124,S02002088,S12000020, ,S37000019, ,S08000020, ,4748,7,4,5,3,7,4,7,4,0,0
S01011125,S02002088,S12000020, ,S37000019, ,S08000020, ,1851,3,2,1,1,1,1,1,1,0,0
S01011126,S02002089,S12000020, ,S37000019, ,S08000020, ,4967,8,4,6,3,8,4,8,4,0,0
S01011127,S02002089,S12000020, ,S37000019, ,S08000020, ,6295,9,5,9,5,10,5,10,5,0,1
S01011128,S02002089,S12000020, ,S37000019, ,S08000020, ,3766,6,3,4,2,4,2,4,2,0,0
S01011129,S02002089,S12000020, ,S37000019, ,S08000020, ,6194,9,5,8,4,10,5,10,5,0,1
S01011130,S02002089,S12000020, ,S37000019, ,S08000020, ,3298,5,3,3,2,3,2,3,2,0,0
S01011131,S02002090,S12000020, ,S37000019, ,S08000020, ,5502,8,4,7,4,9,5,9,5,0,0
S01011132,S02002090,S12000020, ,S37000019, ,S08000020, ,6561,10,5,9,5,10,5,10,5,0,1
S01011133,S02002090,S12000020, ,S37000019, ,S08000020, ,3089,5,3,3,2,2,1,2,1,0,0
S01011134,S02002090,S12000020, ,S37000019, ,S08000020, ,4499,7,4,5,3,6,3,6,3,0,0
S01011135,S02002090,S12000020, ,S37000019, ,S08000020, ,3813,6,3,4,2,4,2,4,2,0,0
S01011136,S02002091,S12000020, ,S37000019, ,S08000020, ,4749,7,4,5,3,7,4,7,4,0,0
S01011137,S02002091,S12000020, ,S37000019, ,S08000020, ,4033,6,3,4,2,5,3,5,3,0,0
S01011138,S02002091,S12000020, ,S37000019, ,S08000020, ,2636,4,2,2,1,2,1,2,1,0,0
S01011139,S02002091,S12000020, ,S37000019, ,S08000020, ,6806,10,5,10,5,10,5,10,5,0,1
S01011140,S02002091,S12000020, ,S37000019, ,S08000020, ,3004,5,3,3,2,2,1,2,1,0,0
S01011141,S02002091,S12000020, ,S37000019, ,S08000020, ,2513,4,2,2,1,2,1,2,1,0,0
S01011142,S02002092,S12000020, ,S37000019, ,S08000020, ,5632,9,5,7,4,9,5,9,5,0,0
S01011143,S02002092,S12000020, ,S37000019, ,S08000020, ,6392,10,5,9,5,10,5,10,5,0,1
S01011144,S02002092,S12000020, ,S37000019, ,S08000020, ,5465,8,4,7,4,9,5,9,5,0,0
S01011145,S02002092,S12000020, ,S37000019, ,S08000020, ,4654,7,4,5,3,7,4,7,4,0,0
S01011146,S02002092,S12000020, ,S37000019, ,S08000020, ,3758,6,3,4,2,4,2,4,2,0,0
S01011147,S02002092,S12000020, ,S37000019, ,S08000020, ,5070,8,4,6,3,8,4,8,4,0,0
S01011148,S02002093,S12000020, ,S37000019, ,S08000020, ,4633,7,4,5,3,6,3,6,3,0,0
S01011149,S02002093,S12000020, ,S37000019, ,S08000020, ,5662,9,5,7,4,9,5,9,5,0,0
S01011150,S02002093,S12000020, ,S37000019, ,S08000020, ,4690,7,4,5,3,7,4,7,4,0,0
S01011151,S02002093,S12000020, ,S37000019, ,S08000020, ,5987,9,5,8,4,10,5,10,5,0,1
S01011152,S02002093,S12000020, ,S37000019, ,S08000020, ,4808,7,4,5,3,7,4,7,4,0,0
S01011153,S02002094,S12000020, ,S37000019, ,S08000020, ,2957,5,3,2,1,2,1,2,1,0,0
S01011154,S02002094,S12000020, ,S37000019, ,S08000020, ,1754,3,2,1,1,1,1,1,1,0,0
S01011155,S02002094,S12000020, ,S37000019, ,S08000020, ,3240,5,3,3,2,3,2,3,2,0,0
S01011156,S02002094,S12000020, ,S37000019, ,S08000020, ,6286,9,5,9,5,10,5,10,5,0,1
S01011157,S02002094,S12000020, ,S37000019, ,S08000020, ,6116,9,5,8,4,10,5,10,5,0,1
S01011158,S02002094,S12000020, ,S37000019, ,S08000020, ,6674,10,5,10,5,10,5,10,5,0,1
S01011159,S02002095,S12000020, ,S37000019, ,S08000020, ,3432,5,3,3,2,3,2,3,2,0,0
S01011160,S02002095,S12000020, ,S37000019, ,S08000020, ,4203,6,3,4,2,5,3,5,3,0,0
S01011161,S02002095,S12000020, ,S37000019, ,S08000020, ,3288,5,3,3,2,3,2,3,2,0,0
S01011162,S02002095,S12000020, ,S37000019, ,S08000020, ,2850,5,3,2,1,2,1,2,1,0,0
S01011163,S02002095,S12000020, ,S37000019, ,S08000020, ,2437,4,2,2,1,2,1,2,1,0,0
S01011164,S02002095,S12000020, ,S37000019, ,S08000020, ,3941,6,3,4,2,4,2,4,2,0,0
S01011165,S02002095,S12000020, ,S37000019, ,S08000020, ,2032,3,2,2,1,1,1,1,1,0,0
S01011166,S02002095,S12000020, ,S37000019, ,S08000020, ,5649,9,5,7,4,9,5,9,5,0,0
S01011167,S02002096,S12000020, ,S37000019, ,S08000020, ,5411,8,4,7,4,8,4,8,4,0,0
S01011168,S02002096,S12000020, ,S37000019, ,S08000020, ,3549,6,3,3,2,3,2,3,2,0,0
S01011169,S02002096,S12000020, ,S37000019, ,S08000020, ,5457,8,4,7,4,8,4,8,4,0,0
S01011170,S02002096,S12000020, ,S37000019, ,S08000020, ,3827,6,3,4,2,4,2,4,2,0,0
S01011171,S02002097,S12000021, ,S37000020, ,S08000015, ,4007,6,3,8,4,8,4,8,4,0,0
S01011172,S02002097,S12000021, ,S37000020, ,S08000015, ,3904,6,3,7,4,7,4,7,4,0,0
S01011173,S02002097,S12000021, ,S37000020, ,S08000015, ,5429,8,4,9,5,9,5,9,5,0,0
S01011174,S02002097,S12000021, ,S37000020, ,S08000015, ,3468,5,3,7,4,7,4,7,4,0,0
S01011175,S02002097,S12000021, ,S37000020, ,S08000015, ,3605,6,3,7,4,7,4,7,4,0,0
S01011176,S02002097,S12000021, ,S37000020, ,S08000015, ,5504,8,4,9,5,9,5,9,5,0,0
S01011177,S02002097,S12000021, ,S37000020, ,S08000015, ,4901,7,4,8,4,9,5,9,5,0,0
S01011178,S02002098,S12000021, ,S37000020, ,S08000015, ,2315,4,2,5,3,6,3,6,3,0,0
S01011179,S02002098,S12000021, ,S37000020, ,S08000015, ,1262,2,1,3,2,4,2,4,2,0,0
S01011180,S02002098,S12000021, ,S37000020, ,S08000015, ,600,1,1,2,1,2,1,2,1,1,0
S01011181,S02002098,S12000021, ,S37000020, ,S08000015, ,2166,4,2,5,3,6,3,6,3,0,0
S01011182,S02002098,S12000021, ,S37000020, ,S08000015, ,3445,5,3,7,4,7,4,7,4,0,0
S01011183,S02002099,S12000021, ,S37000020, ,S08000015, ,2499,4,2,6,3,6,3,6,3,0,0
S01011184,S02002099,S12000021, ,S37000020, ,S08000015, ,5825,9,5,9,5,10,5,10,5,0,0
S01011185,S02002099,S12000021, ,S37000020, ,S08000015, ,4763,7,4,8,4,9,5,9,5,0,0
S01011186,S02002099,S12000021, ,S37000020, ,S08000015, ,2028,3,2,5,3,6,3,6,3,0,0
S01011187,S02002100,S12000021, ,S37000020, ,S08000015, ,4893,7,4,8,4,9,5,9,5,0,0
S01011188,S02002100,S12000021, ,S37000020, ,S08000015, ,2202,4,2,5,3,6,3,6,3,0,0
S01011189,S02002100,S12000021, ,S37000020, ,S08000015, ,3179,5,3,7,4,7,4,7,4,0,0
S01011190,S02002100,S12000021, ,S37000020, ,S08000015, ,1370,2,1,3,2,4,2,4,2,0,0
S01011191,S02002100,S12000021, ,S37000020, ,S08000015, ,2109,3,2,5,3,6,3,6,3,0,0
S01011192,S02002101,S12000021, ,S37000020, ,S08000015, ,2161,4,2,5,3,6,3,6,3,0,0
S01011193,S02002101,S12000021, ,S37000020, ,S08000015, ,791,2,1,2,1,2,1,2,1,1,0
S01011194,S02002101,S12000021, ,S37000020, ,S08000015, ,894,2,1,2,1,3,2,3,2,1,0
S01011195,S02002101,S12000021, ,S37000020, ,S08000015, ,1760,3,2,4,2,5,3,5,3,0,0
S01011196,S02002102,S12000021, ,S37000020, ,S08000015, ,527,1,1,1,1,2,1,2,1,1,0
S01011197,S02002102,S12000021, ,S37000020, ,S08000015, ,1044,2,1,3,2,3,2,3,2,1,0
S01011198,S02002102,S12000021, ,S37000020, ,S08000015, ,1188,2,1,3,2,4,2,4,2,0,0
S01011199,S02002103,S12000021, ,S37000020, ,S08000015, ,1498,3,2,4,2,5,3,5,3,0,0
S01011200,S02002103,S12000021, ,S37000020, ,S08000015, ,2010,3,2,5,3,6,3,6,3,0,0
S01011201,S02002103,S12000021, ,S37000020, ,S08000015, ,3207,5,3,7,4,7,4,7,4,0,0
S01011202,S02002103,S12000021, ,S37000020, ,S08000015, ,1710,3,2,4,2,5,3,5,3,0,0
S01011203,S02002103,S12000021, ,S37000020, ,S08000015, ,2707,4,2,6,3,7,4,7,4,0,0
S01011204,S02002103,S12000021, ,S37000020, ,S08000015, ,4937,8,4,8,4,9,5,9,5,0,0
S01011205,S02002104,S12000021, ,S37000020, ,S08000015, ,5891,9,5,10,5,10,5,10,5,0,0
S01011206,S02002104,S12000021, ,S37000020, ,S08000015, ,4553,7,4,8,4,8,4,8,4,0,0
S01011207,S02002104,S12000021, ,S37000020, ,S08000015, ,2247,4,2,5,3,6,3,6,3,0,0
S01011208,S02002104,S12000021, ,S37000020, ,S08000015, ,5485,8,4,9,5,9,5,9,5,0,0
S01011209,S02002104,S12000021, ,S37000020, ,S08000015, ,1802,3,2,4,2,5,3,5,3,0,0
S01011210,S02002104,S12000021, ,S37000020, ,S08000015, ,3992,6,3,8,4,8,4,8,4,0,0
S01011211,S02002104,S12000021, ,S37000020, ,S08000015, ,4425,7,4,8,4,8,4,8,4,0,0
S01011212,S02002105,S12000021, ,S37000020, ,S08000015, ,1407,2,1,4,2,4,2,4,2,0,0
S01011213,S02002105,S12000021, ,S37000020, ,S08000015, ,916,2,1,2,1,3,2,3,2,1,0
S01011214,S02002105,S12000021, ,S37000020, ,S08000015, ,985,2,1,2,1,3,2,3,2,1,0
S01011215,S02002105,S12000021, ,S37000020, ,S08000015, ,817,2,1,2,1,3,2,3,2,1,0
S01011216,S02002105,S12000021, ,S37000020, ,S08000015, ,376,1,1,1,1,1,1,1,1,1,0
S01011217,S02002106,S12000021, ,S37000020, ,S08000015, ,459,1,1,1,1,1,1,1,1,1,0
S01011218,S02002106,S12000021, ,S37000020, ,S08000015, ,345,1,1,1,1,1,1,1,1,1,0
S01011219,S02002106,S12000021, ,S37000020, ,S08000015, ,628,1,1,2,1,2,1,2,1,1,0
S01011220,S02002106,S12000021, ,S37000020, ,S08000015, ,797,2,1,2,1,3,2,3,2,1,0
S01011221,S02002107,S12000021, ,S37000020, ,S08000015, ,1415,2,1,4,2,5,3,5,3,0,0
S01011222,S02002107,S12000021, ,S37000020, ,S08000015, ,1120,2,1,3,2,4,2,4,2,0,0
S01011223,S02002107,S12000021, ,S37000020, ,S08000015, ,2488,4,2,5,3,6,3,6,3,0,0
S01011224,S02002107,S12000021, ,S37000020, ,S08000015, ,1089,2,1,3,2,3,2,3,2,0,0
S01011225,S02002108,S12000021, ,S37000020, ,S08000015, ,598,1,1,1,1,2,1,2,1,1,0
S01011226,S02002108,S12000021, ,S37000020, ,S08000015, ,3532,5,3,7,4,7,4,7,4,0,0
S01011227,S02002108,S12000021, ,S37000020, ,S08000015, ,532,1,1,1,1,2,1,2,1,1,0
S01011228,S02002108,S12000021, ,S37000020, ,S08000015, ,1446,3,2,4,2,5,3,5,3,0,0
S01011229,S02002109,S12000021, ,S37000020, ,S08000015, ,214,1,1,1,1,1,1,1,1,1,0
S01011230,S02002109,S12000021, ,S37000020, ,S08000015, ,40,1,1,1,1,1,1,1,1,1,0
S01011231,S02002109,S12000021, ,S37000020, ,S08000015, ,378,1,1,1,1,1,1,1,1,1,0
S01011232,S02002109,S12000021, ,S37000020, ,S08000015, ,290,1,1,1,1,1,1,1,1,1,0
S01011233,S02002110,S12000021, ,S37000020, ,S08000015, ,2429,4,2,5,3,6,3,6,3,0,0
S01011234,S02002110,S12000021, ,S37000020, ,S08000015, ,674,1,1,2,1,2,1,2,1,1,0
S01011235,S02002110,S12000021, ,S37000020, ,S08000015, ,185,1,1,1,1,1,1,1,1,1,0
S01011236,S02002110,S12000021, ,S37000020, ,S08000015, ,1069,2,1,3,2,3,2,3,2,1,0
S01011237,S02002111,S12000021, ,S37000020, ,S08000015, ,938,2,1,2,1,3,2,3,2,1,0
S01011238,S02002111,S12000021, ,S37000020, ,S08000015, ,189,1,1,1,1,1,1,1,1,1,0
S01011239,S02002111,S12000021, ,S37000020, ,S08000015, ,341,1,1,1,1,1,1,1,1,1,0
S01011240,S02002111,S12000021, ,S37000020, ,S08000015, ,45,1,1,1,1,1,1,1,1,1,0
S01011241,S02002111,S12000021, ,S37000020, ,S08000015, ,1246,2,1,3,2,4,2,4,2,0,0
S01011242,S02002112,S12000021, ,S37000020, ,S08000015, ,1603,3,2,4,2,5,3,5,3,0,0
S01011243,S02002112,S12000021, ,S37000020, ,S08000015, ,17,1,1,1,1,1,1,1,1,1,0
S01011244,S02002112,S12000021, ,S37000020, ,S08000015, ,150,1,1,1,1,1,1,1,1,1,0
S01011245,S02002112,S12000021, ,S37000020, ,S08000015, ,442,1,1,1,1,1,1,1,1,1,0
S01011246,S02002113,S12000021, ,S37000020, ,S08000015, ,3871,6,3,7,4,7,4,7,4,0,0
S01011247,S02002113,S12000021, ,S37000020, ,S08000015, ,4370,7,4,8,4,8,4,8,4,0,0
S01011248,S02002113,S12000021, ,S37000020, ,S08000015, ,3934,6,3,7,4,8,4,8,4,0,0
S01011249,S02002113,S12000021, ,S37000020, ,S08000015, ,5870,9,5,10,5,10,5,10,5,0,0
S01011250,S02002114,S12000021, ,S37000020, ,S08000015, ,803,2,1,2,1,3,2,3,2,1,0
S01011251,S02002114,S12000021, ,S37000020, ,S08000015, ,1237,2,1,3,2,4,2,4,2,0,0
S01011252,S02002114,S12000021, ,S37000020, ,S08000015, ,735,2,1,2,1,2,1,2,1,1,0
S01011253,S02002114,S12000021, ,S37000020, ,S08000015, ,620,1,1,2,1,2,1,2,1,1,0
S01011254,S02002114,S12000021, ,S37000020, ,S08000015, ,5811,9,5,9,5,10,5,10,5,0,0
S01011255,S02002115,S12000021, ,S37000020, ,S08000015, ,6424,10,5,10,5,10,5,10,5,0,1
S01011256,S02002115,S12000021, ,S37000020, ,S08000015, ,5032,8,4,9,5,9,5,9,5,0,0
S01011257,S02002115,S12000021, ,S37000020, ,S08000015, ,5259,8,4,9,5,9,5,9,5,0,0
S01011258,S02002115,S12000021, ,S37000020, ,S08000015, ,4034,6,3,8,4,8,4,8,4,0,0
S01011259,S02002115,S12000021, ,S37000020, ,S08000015, ,2400,4,2,5,3,6,3,6,3,0,0
S01011260,S02002115,S12000021, ,S37000020, ,S08000015, ,3516,5,3,7,4,7,4,7,4,0,0
S01011261,S02002116,S12000021, ,S37000020, ,S08000015, ,733,2,1,2,1,2,1,2,1,1,0
S01011262,S02002116,S12000021, ,S37000020, ,S08000015, ,1707,3,2,4,2,5,3,5,3,0,0
S01011263,S02002116,S12000021, ,S37000020, ,S08000015, ,3044,5,3,6,3,7,4,7,4,0,0
S01011264,S02002116,S12000021, ,S37000020, ,S08000015, ,1303,2,1,3,2,4,2,4,2,0,0
